Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
34,Autoimmune thyroid disease,9.134180010800497e-06,20.544964774140073,238.3932344585508,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.0005861994348107847,DisGeNET,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,5,5,5
18,Type 2 Diabetes (Adjusted For BMI),1.2863331729415559e-05,32.38746438746439,364.71944022317945,GIPR;KCNQ1;SLC22A18;IGF2BP2,0.0006010034435799159,GWAS_Catalog_2023,GIPR,GIPR;KCNQ1;SLC22A18;IGF2BP2,GIPR,1,4,1
19,Glycated Hemoglobin HbA1c Levels,1.3854455888142476e-05,78.70263157894736,880.4387566559598,MTNR1B;KCNQ1;IGF2BP2,0.000613241968522517,GWAS_Catalog_2023,,MTNR1B;KCNQ1;IGF2BP2,,0,3,0
35,Rheumatic Fever,1.0059171925549804e-05,34.59017818339852,398.0300696782971,CDKN2B;HLA-DRB1;HLA-DQA1;HLA-DQB1,0.0006271175183299906,DisGeNET,HLA-DRB1;HLA-DQA1;HLA-DQB1,CDKN2B;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRB1;HLA-DQA1;HLA-DQB1,3,4,3
15,Membranous glomerulonephritis,6.735595509725685e-05,243.32926829268294,2337.303967964173,HLA-DQA2;HLA-DQA1,0.0006331459779142144,Jensen_DISEASES,HLA-DQA2;HLA-DQA1,HLA-DQA2;HLA-DQA1,HLA-DQA2;HLA-DQA1,2,2,2
36,Autoimmune Diseases,1.056509005964641e-05,6.196020019065777,70.99372092810948,GRN;PLCG2;HLA-DRA;BTNL2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.000640361847504124,DisGeNET,GRN;PLCG2;HLA-DRA;BTNL2;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,11,8,8
20,Ulcerative Colitis,1.643896222622291e-05,18.103983918128655,199.43088521370046,PLCG2;HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,0.0006860755720189571,GWAS_Catalog_2023,PLCG2;HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,HLA-DRA;BTNL2;HLA-DQA1;HLA-DQB1,5,4,4
21,Blood Glucose Levels,1.7131494663969202e-05,29.998491704374057,329.2212069287722,CCND2;GIPR;KCNQ1;JAZF1,0.0006860755720189571,GWAS_Catalog_2023,GIPR;JAZF1,CCND2;GIPR;KCNQ1;JAZF1,GIPR;JAZF1,2,4,2
22,Fasting Plasma Glucose,2.123144935623196e-05,28.326210826210826,304.7907937318705,MTNR1B;GIPR;KCNQ1;IGF2BP2,0.0008116204049359581,GWAS_Catalog_2023,GIPR,MTNR1B;GIPR;KCNQ1;IGF2BP2,GIPR,1,4,1
1,beckwith-wiedemann syndrome,6.735595509725685e-05,243.32926829268294,2337.303967964173,CDKN1C;KCNQ1,0.0010103393264588529,ClinVar_2019,,CDKN1C;KCNQ1,,0,2,0
16,Dementia,0.00012289573606051108,17.696321070234113,159.34075825923392,GRN;TREM2;APOE;PICALM,0.001022965763643578,Jensen_DISEASES,GRN;TREM2;APOE;PICALM,,,4,0,0
17,Beckwith-Wiedemann syndrome,0.00012333629774426117,35.5625,320.08368833375835,CDKN1C;KCNQ1;SLC22A18,0.001022965763643578,Jensen_DISEASES,,CDKN1C;KCNQ1;SLC22A18,,0,3,0
38,Behavioral variant of frontotemporal dementia,1.8154235584669403e-05,71.2,777.2623941159866,GRN;TREM2;APOE,0.0010348859069288215,DisGeNET,GRN;TREM2;APOE,,,3,0,0
39,Ulcerative Colitis,1.8497044166005515e-05,6.379373848987108,69.52177580296704,IDUA;PLCG2;HLA-DRA;BTNL2;APOE;IL17RD;HLA-DRB1;HLA-DQB2;HLA-DQB1;JAZF1,0.0010348859069288215,DisGeNET,IDUA;PLCG2;HLA-DRA;BTNL2;APOE;IL17RD;HLA-DRB1;HLA-DQB2;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQB1;JAZF1,10,6,6
37,Inflammatory Bowel Diseases,1.7810072897318838e-05,6.409040460094844,70.08764093138335,GRN;IDUA;PLCG2;TREM2;BTNL2;APOE;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.0010348859069288215,DisGeNET,GRN;IDUA;PLCG2;TREM2;BTNL2;APOE;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,BTNL2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,10,5,5
1,GTEX-OXRL-0526-SM-2I3EZ lung male 50-59 years,3.9309261403514974e-07,8.009957924263675,118.14063637136353,TOX2;GRN;ZC3H4;HLA-DRA;TREM2;JADE2;LRRC16A;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.0010401230567370062,GTEx_Tissue_Expression_Up,GRN;ZC3H4;HLA-DRA;TREM2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,TOX2;ZC3H4;HLA-DRA;JADE2;LRRC16A;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,ZC3H4;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,9,10,7
21,Binding of RNA by insulin-like growth factor 2 mRNA binding proteins (IGF2BPs/IMPs/VICKZs),0.0001253885401588909,162.20325203252034,1457.2491531056257,IGF2BP3;IGF2BP2,0.001123045185770936,BioPlanet_2019,,IGF2BP3;IGF2BP2,,0,2,0
22,Bystander B cell activation,0.0001253885401588909,162.20325203252034,1457.2491531056257,HLA-DRA;HLA-DRB1,0.001123045185770936,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
23,Eosinophils in the chemokine network of allergy,0.0001253885401588909,162.20325203252034,1457.2491531056257,HLA-DRA;HLA-DRB1,0.001123045185770936,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
15,Regulation Of Immune Response (GO:0050776),2.235994709175344e-05,27.93677555321391,299.15367722039247,HLA-DRA;TREM2;HLA-DRB1;APPL1,0.0011478106173766767,GO_Biological_Process_2023,HLA-DRA;TREM2;HLA-DRB1;APPL1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,4,2,2
21,Intracellular Vesicle (GO:0097708),0.00024529265118944116,108.11924119241192,898.8015841018229,PLCG2;APPL1,0.0011680602437592435,GO_Cellular_Component_2023,PLCG2;APPL1,,,2,0,0
16,Regulation Of Macromolecule Metabolic Process (GO:0060255),2.4601522304202134e-05,16.59403285283272,176.10752953921198,TREM2;IGF2BP3;ALPK2;IGF2BP2;APOE,0.0011839482608897278,GO_Biological_Process_2023,TREM2;ALPK2;APOE,IGF2BP3;IGF2BP2,,3,2,0
19,Primary immunodeficiency disease,0.00016099400163033776,139.02439024390245,1214.2589675263725,HLA-DQA1;HLA-DRB1,0.0011947449594672435,Jensen_DISEASES,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,2,2,2
18,IgA glomerulonephritis,0.00016099400163033776,139.02439024390245,1214.2589675263725,HLA-DRB1;HLA-DQB1,0.0011947449594672435,Jensen_DISEASES,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,2,2,2
40,Systemic Scleroderma,2.2524512122355895e-05,8.005363589479114,85.66464658177404,ATP8B4;GRN;HLA-DRA;APOE;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.001228712136274514,DisGeNET,ATP8B4;GRN;HLA-DRA;APOE;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,8,5,5
17,Regulation Of Cytokine Production (GO:0001817),2.8467413188584324e-05,16.077810266406757,168.2824289946451,TREM2;IGF2BP3;BTNL2;IGF2BP2;HLA-DRB1,0.0012894063620711724,GO_Biological_Process_2023,TREM2;BTNL2;HLA-DRB1,IGF2BP3;BTNL2;IGF2BP2;HLA-DRB1,BTNL2;HLA-DRB1,3,4,2
10,Interferon Signaling R-HSA-913531,6.723327393029232e-05,13.334682860998651,128.110862510313,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.001304325514247671,Reactome_2022,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
1,MACROPHAGE,1.2199298598734839e-05,4.549307568438003,51.47146679185819,ATP8B4;CDKN2B;GRN;IDUA;TREM2;NPAS1;TSPAN15;KCNQ1;SLC22A18;HESX1;CHST15;HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB1,0.0013175242486633625,ARCHS4_Tissues,ATP8B4;GRN;IDUA;TREM2;NPAS1;HESX1;HLA-DRA;APOE;HLA-DQA2;HLA-DRB1;HLA-DQB1,CDKN2B;NPAS1;TSPAN15;KCNQ1;SLC22A18;CHST15;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,NPAS1;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB1,11,10,5
20,Lung cancer,0.00020095784945236813,8.051721772533956,68.53960022070409,ATP8B4;MTNR1B;PLCG2;HLA-DRA;BTNL2;HLA-DRB1,0.0014167528386391953,Jensen_DISEASES,ATP8B4;PLCG2;HLA-DRA;BTNL2;HLA-DRB1,MTNR1B;HLA-DRA;BTNL2;HLA-DRB1,HLA-DRA;BTNL2;HLA-DRB1,5,4,3
23,Hemoglobin A1c Levels,4.2185930640259134e-05,10.808245533669263,108.87603768336932,CCND2;MTNR1B;ZC3H4;KCNQ1;IGF2BP2;JAZF1,0.0015126305437015539,GWAS_Catalog_2023,ZC3H4;JAZF1,CCND2;MTNR1B;ZC3H4;KCNQ1;IGF2BP2;JAZF1,ZC3H4;JAZF1,2,6,2
24,Asthma,4.458133836934389e-05,10.697805187738073,107.1727006755456,SHARPIN;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.0015126305437015539,GWAS_Catalog_2023,SHARPIN;BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,BTNL2;HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,6,5,5
25,Entorhinal Cortical Thickness,4.496523613857176e-05,324.4552845528455,3247.674396403277,SHARPIN;APOE,0.0015126305437015539,GWAS_Catalog_2023,SHARPIN;APOE,,,2,0,0
41,Prediabetes syndrome,2.867516633613683e-05,26.13938198553583,273.4043194137663,MTNR1B;HLA-DRA;IGF2BP2;APPL1,0.0015260783645231844,DisGeNET,HLA-DRA;APPL1,MTNR1B;HLA-DRA;IGF2BP2,HLA-DRA,2,3,1
21,Dermatomyositis,0.00024529265118944116,108.11924119241192,898.8015841018229,HLA-DQA1;HLA-DRB1,0.0016469649437005336,Jensen_DISEASES,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,2,2,2
11,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359,9.416979940433038e-05,194.65365853658537,1804.5194228526939,IGF2BP3;IGF2BP2,0.0016608128258581904,Reactome_2022,,IGF2BP3;IGF2BP2,,0,2,0
43,Acute Confusional Senile Dementia,3.304077574106036e-05,25.167458056346945,259.6719966655491,PLCG2;TREM2;APOE;PICALM,0.001676627271325435,DisGeNET,PLCG2;TREM2;APOE;PICALM,,,4,0,0
42,"Alzheimer's Disease, Focal Onset",3.304077574106036e-05,25.167458056346945,259.6719966655491,PLCG2;TREM2;APOE;PICALM,0.001676627271325435,DisGeNET,PLCG2;TREM2;APOE;PICALM,,,4,0,0
26,Systemic Lupus Erythematosus,5.336653066054909e-05,10.345208845208845,101.77954517638686,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.0017262020109816071,GWAS_Catalog_2023,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,6,6,6
27,Hay Fever And/Or Eczema,5.5492738682249425e-05,21.906810035842295,214.67049182992716,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,0.0017284960456211765,GWAS_Catalog_2023,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRB1;HLA-DQA1;HLA-DQB1;JAZF1,4,4,4
44,Narcolepsy-Cataplexy Syndrome,3.609024832058106e-05,55.361111111111114,566.3158139575121,HLA-DQB2;HLA-DRB1;HLA-DQB1,0.00178974822353427,DisGeNET,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,3,3,3
28,Total Cholesterol Levels,6.237653953500452e-05,6.06950909860347,58.76693736113996,CCND2;GIPR;QPCTL;SLC22A18;HLA-DRA;APOE;HLA-DQA1;HLA-DQB1;JAZF1,0.0018735239196049573,GWAS_Catalog_2023,GIPR;QPCTL;HLA-DRA;APOE;HLA-DQA1;HLA-DQB1;JAZF1,CCND2;GIPR;QPCTL;SLC22A18;HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,GIPR;QPCTL;HLA-DRA;HLA-DQA1;HLA-DQB1;JAZF1,7,8,6
46,Opportunistic Infections,3.989725268674927e-05,53.38125,540.7095225232104,APOE;HLA-DRB1;HLA-DQB1,0.00189251750788015,DisGeNET,APOE;HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,3,2,2
45,Creutzfeldt-Jakob disease,3.959534275652103e-05,23.978280542986425,243.06301151938413,GRN;TREM2;APOE;HLA-DQB1,0.00189251750788015,DisGeNET,GRN;TREM2;APOE;HLA-DQB1,HLA-DQB1,HLA-DQB1,4,1,1
18,"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",4.496523613857176e-05,324.4552845528455,3247.674396403277,HLA-DRA;HLA-DRB1,0.0019235128792611251,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
29,Acute Insulin Response,6.735595509725685e-05,243.32926829268294,2337.303967964173,MTNR1B;IGF2BP2,0.0019533226978204485,GWAS_Catalog_2023,,MTNR1B;IGF2BP2,,0,2,0
47,Cataplexy,4.395866073546934e-05,51.53793103448276,517.0419700965106,HLA-DQB2;HLA-DRB1;HLA-DQB1,0.002040804206910513,DisGeNET,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,HLA-DQB2;HLA-DRB1;HLA-DQB1,3,3,3
24,B lymphocyte cell surface molecules,0.00024529265118944116,108.11924119241192,898.8015841018229,HLA-DRA;HLA-DRB1,0.002105428589376037,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
49,"Nephritis, Interstitial",4.8282154573672834e-05,49.8175,495.1086599472201,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.0021070332255950825,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
48,Adrenocortical carcinoma,4.643221983025662e-05,14.45687134502924,144.24367884299386,CDKN1C;GRN;GIPR;KCNQ1;HLA-DRB1,0.0021070332255950825,DisGeNET,GRN;GIPR;HLA-DRB1,CDKN1C;GIPR;KCNQ1;HLA-DRB1,GIPR;HLA-DRB1,3,4,2
50,Pemphigus,4.8282154573672834e-05,49.8175,495.1086599472201,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.0021070332255950825,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
22,Vitiligo,0.0003359871776924858,24.87125,198.93114017307255,BTNL2;HLA-DRB1;HLA-DQA1,0.0021533723661200225,Jensen_DISEASES,BTNL2;HLA-DRB1;HLA-DQA1,BTNL2;HLA-DRB1;HLA-DQA1,BTNL2;HLA-DRB1;HLA-DQA1,3,3,3
12,Cyclin D Associated Events In G1 R-HSA-69231,0.00014051583727508416,33.94261363636364,301.0774440913921,CDKN1C;CDKN2B;CCND2,0.0021734899560716197,Reactome_2022,,CDKN1C;CDKN2B;CCND2,,0,3,0
13,Adaptive Immune System R-HSA-1280218,0.0001456462341697477,6.063290640394088,53.56510998013485,PLCG2;HLA-DRA;TREM2;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.0021734899560716197,Reactome_2022,PLCG2;HLA-DRA;TREM2;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,8,6,6
51,Membranous glomerulonephritis,5.114661231669348e-05,22.390532544378697,221.2366941071893,BTNL2;APOE;HLA-DRB1;HLA-DQA1,0.0021882727073534347,DisGeNET,BTNL2;APOE;HLA-DRB1;HLA-DQA1,BTNL2;HLA-DRB1;HLA-DQA1,BTNL2;HLA-DRB1;HLA-DQA1,4,3,3
19,Regulation Of Defense Response (GO:0031347),5.5492738682249425e-05,21.906810035842295,214.67049182992716,GRN;TREM2;APOE;APPL1,0.002248916251859582,GO_Biological_Process_2023,GRN;TREM2;APOE;APPL1,,,4,0,0
30,Medication Use (Drugs Used In Diabetes),8.13748924347489e-05,19.769977595220315,186.16288254307304,CCND2;KCNQ1;IGF2BP2;JAZF1,0.002281209484587461,GWAS_Catalog_2023,JAZF1,CCND2;KCNQ1;IGF2BP2;JAZF1,JAZF1,1,4,1
31,Family History Of Alzheimer's Disease,8.65199983160333e-05,40.37837837837838,377.745179855569,APH1B;APOE;ALPK2,0.002347203825283355,GWAS_Catalog_2023,APH1B;APOE;ALPK2,,,3,0,0
22,Regulation Of Protein Secretion (GO:0050708),6.753306805856149e-05,20.783882783882785,199.5854062991739,MTNR1B;GIPR;TREM2;APOE,0.0023636573820496522,GO_Biological_Process_2023,GIPR;TREM2;APOE,MTNR1B;GIPR,GIPR,3,2,1
21,Regulation Of T-helper Cell Differentiation (GO:0045622),6.735595509725685e-05,243.32926829268294,2337.303967964173,HLA-DRA;HLA-DRB1,0.0023636573820496522,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
20,Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),6.735595509725685e-05,243.32926829268294,2337.303967964173,TREM2;APOE,0.0023636573820496522,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
52,"COLORBLINDNESS, PARTIAL, DEUTAN SERIES",5.774588151383535e-05,46.69921875,455.7590886284715,APOE;HLA-DRB1;HLA-DQB1,0.002378136768294028,DisGeNET,APOE;HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,3,2,2
53,Frontotemporal Lobar Degeneration,5.776409198881003e-05,21.67266775777414,211.50666863376287,GRN;TREM2;APOE;HLA-DRB1,0.002378136768294028,DisGeNET,GRN;TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,4,1,1
33,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4) Levels In Elite Athletes,9.416979940433038e-05,194.65365853658537,1804.5194228526939,KCNQ1;ALPK2,0.0023999030696679347,GWAS_Catalog_2023,ALPK2,KCNQ1,,1,1,0
32,Complement C4 Levels (C4A.C4B.4481.34.2),9.416979940433038e-05,194.65365853658537,1804.5194228526939,HLA-DRB1;HLA-DQA1,0.0023999030696679347,GWAS_Catalog_2023,HLA-DRB1;HLA-DQA1,HLA-DRB1;HLA-DQA1,HLA-DRB1;HLA-DQA1,2,2,2
34,Hip Circumference Adjusted For BMI,0.00010306163978234728,5.664289958407606,51.99922010656095,KCNQ1;HLA-DRA;IGF2BP3;BTNL2;IGF2BP2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,0.002549259972263355,GWAS_Catalog_2023,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,KCNQ1;HLA-DRA;IGF2BP3;BTNL2;IGF2BP2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,HLA-DRA;BTNL2;HLA-DQB2;HLA-DQA1;HLA-DQB1;JAZF1,6,9,6
55,Varicella Zoster Virus Infection,6.735595509725685e-05,243.32926829268294,2337.303967964173,HLA-DRB1;HLA-DQB1,0.002616444127224198,DisGeNET,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,HLA-DRB1;HLA-DQB1,2,2,2
57,Leukoaraiosis,6.834890708147538e-05,43.94779411764706,421.4982387246933,GRN;TREM2;APOE,0.002616444127224198,DisGeNET,GRN;TREM2;APOE,,,3,0,0
56,Localized vitiligo,6.735595509725685e-05,243.32926829268294,2337.303967964173,HLA-DQA1;HLA-DRB1,0.002616444127224198,DisGeNET,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,HLA-DQA1;HLA-DRB1,2,2,2
54,Impaired glucose tolerance,6.568636168008754e-05,9.951182432432432,95.83604898259614,MTNR1B;IGF2BP2;APOE;PICALM;HLA-DQB1;NEUROG3,0.002616444127224198,DisGeNET,APOE;PICALM;HLA-DQB1,MTNR1B;IGF2BP2;HLA-DQB1;NEUROG3,HLA-DQB1,3,4,1
2,GTEX-QDT8-3026-SM-32PKB brain female 30-39 years,3.322680164076515e-06,5.626571622242144,70.97773147996286,CDKN1C;GRN;TOX2;KCNQ1;SLC22A18;PLCG2;HLA-DRA;ALPK2;PVRL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.002766131236593699,GTEx_Tissue_Expression_Down,GRN;PLCG2;HLA-DRA;ALPK2;PVRL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,CDKN1C;TOX2;KCNQ1;SLC22A18;HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,10,10,6
35,Cholesteryl Ester Levels In Very Small VLDL,0.00011528633399315588,36.43170731707317,330.36606140387784,APOE;HLA-DQB1;JAZF1,0.0027701659110926885,GWAS_Catalog_2023,APOE;HLA-DQB1;JAZF1,HLA-DQB1;JAZF1,HLA-DQB1;JAZF1,3,2,2
58,Idiopathic Membranous Glomerulonephritis,7.409634139154903e-05,42.69,405.9880644707658,HLA-DQA2;HLA-DQA1;HLA-DRB1,0.002787555464075172,DisGeNET,HLA-DQA2;HLA-DQA1;HLA-DRB1,HLA-DQA2;HLA-DQA1;HLA-DRB1,HLA-DQA2;HLA-DQA1;HLA-DRB1,3,3,3
23,Autoimmune thyroiditis,0.00046573681352710507,74.83677298311444,574.139479895918,HLA-DQA1;PICALM,0.002855169161187905,Jensen_DISEASES,HLA-DQA1;PICALM,HLA-DQA1,HLA-DQA1,2,1,1
25,Lck and Fyn tyrosine kinases in initiation of T cell receptor activation,0.00034692141370239296,88.45232815964523,704.6477129931925,HLA-DRA;HLA-DRB1,0.002858632448907718,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
24,Positive Regulation Of Aspartic-Type Peptidase Activity (GO:1905247),9.416979940433038e-05,194.65365853658537,1804.5194228526939,GRN;PICALM,0.002900429821653376,GO_Biological_Process_2023,GRN;PICALM,,,2,0,0
25,"Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)",9.416979940433038e-05,194.65365853658537,1804.5194228526939,HLA-DRA;HLA-DRB1,0.002900429821653376,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
23,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",9.416979940433038e-05,194.65365853658537,1804.5194228526939,HLA-DRA;HLA-DRB1,0.002900429821653376,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
59,Sense of smell impaired,8.015092485645338e-05,41.50208333333333,391.43101347094785,HESX1;APOE;IL17RD,0.002914821967279688,DisGeNET,HESX1;APOE;IL17RD,,,3,0,0
60,Anosmia,8.015092485645338e-05,41.50208333333333,391.43101347094785,HESX1;APOE;IL17RD,0.002914821967279688,DisGeNET,HESX1;APOE;IL17RD,,,3,0,0
36,Peak Insulin Response,0.0001253885401588909,162.20325203252034,1457.2491531056257,MTNR1B;IGF2BP2,0.002929215618711868,GWAS_Catalog_2023,,MTNR1B;IGF2BP2,,0,2,0
26,Regulation Of Primary Metabolic Process (GO:0080090),0.00010758684868437002,37.344375,341.22347667903483,PLCG2;TREM2;APOE,0.0031862259033448048,GO_Biological_Process_2023,PLCG2;TREM2;APOE,,,3,0,0
26,G1 to S cell cycle control,0.00040289798305519274,23.312109375,182.22672999558148,CDKN1C;CDKN2B;CCND2,0.003192191711898835,BioPlanet_2019,,CDKN1C;CDKN2B;CCND2,,0,3,0
1,celiac disease,0.0004041897176269234,81.07723577235772,633.5072130174765,HLA-DQA1;HLA-DQB1,0.003233517741015387,OMIM_Disease,HLA-DQA1;HLA-DQB1,HLA-DQA1;HLA-DQB1,HLA-DQA1;HLA-DQB1,2,2,2
66,Diffuse Scleroderma,0.00010023073893269744,38.30384615384615,352.7031805560676,HLA-DQA1;HLA-DRB1;HLA-DQB1,0.003313688975017361,DisGeNET,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,HLA-DQA1;HLA-DRB1;HLA-DQB1,3,3,3
