Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
45,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),0.00045832254489166206,22.26492537313433,171.17135193275797,CDKN1C;CDKN2B;APOE,0.007796029269910238,GO_Biological_Process_2023,APOE,CDKN1C;CDKN2B,,1,2,0
46,Regulation Of Amyloid-Beta Clearance (GO:1900221),0.00046573681352710507,74.83677298311444,574.139479895918,TREM2;APOE,0.007796029269910238,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
47,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),0.00047782785171347563,21.93639705882353,167.73139610325921,TREM2;APOE;EML2,0.007828243528071835,GO_Biological_Process_2023,TREM2;APOE;EML2,EML2,EML2,3,1,1
49,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),0.0005395177057599866,21.006338028169015,158.06922667033186,CDKN2B;PLCG2;APPL1,0.008473075801725433,GO_Biological_Process_2023,PLCG2;APPL1,CDKN2B,,2,1,0
48,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862),0.0005315449008354333,69.48780487804878,523.9187926178153,TREM2;HLA-DRB1,0.008473075801725433,GO_Biological_Process_2023,TREM2;HLA-DRB1,HLA-DRB1,HLA-DRB1,2,1,1
50,Regulation Of Gene Expression (GO:0010468),0.0005501997273847683,4.4604598547827,33.47677356965697,PLCG2;TREM2;IGF2BP3;BTNL2;ALPK2;JADE2;IGF2BP2;APOE;PICALM,0.008473075801725433,GO_Biological_Process_2023,PLCG2;TREM2;BTNL2;ALPK2;APOE;PICALM,IGF2BP3;BTNL2;JADE2;IGF2BP2,BTNL2,6,4,1
52,Amyloid Precursor Protein Metabolic Process (GO:0042982),0.0006015962324961352,64.85203252032521,480.9377475175773,APH1B;APOE,0.008740171679660833,GO_Biological_Process_2023,APH1B;APOE,,,2,0,0
53,Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),0.0006015962324961352,64.85203252032521,480.9377475175773,HLA-DRA;HLA-DRB1,0.008740171679660833,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
51,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861),0.0006015962324961352,64.85203252032521,480.9377475175773,TREM2;HLA-DRB1,0.008740171679660833,GO_Biological_Process_2023,TREM2;HLA-DRB1,HLA-DRB1,HLA-DRB1,2,1,1
55,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),0.0006758731147824064,60.795731707317074,443.7787597089313,APOE;PICALM,0.009318357231758067,GO_Biological_Process_2023,APOE;PICALM,,,2,0,0
54,Response To Axon Injury (GO:0048678),0.0006758731147824064,60.795731707317074,443.7787597089313,PLCG2;TREM2,0.009318357231758067,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
56,Regulation Of Protein Localization To Plasma Membrane (GO:1903076),0.0006776987077642231,19.363636363636363,141.29273193710048,TREM2;PICALM;APPL1,0.009318357231758067,GO_Biological_Process_2023,TREM2;PICALM;APPL1,,,3,0,0
57,Regulation Of Neuroinflammatory Response (GO:0150077),0.0007543579072186544,57.21664275466284,411.3672708004445,PLCG2;TREM2,0.010014751526868343,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
58,Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635),0.0007543579072186544,57.21664275466284,411.3672708004445,HLA-DRA;HLA-DRB1,0.010014751526868343,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
59,Regulation Of Kinase Activity (GO:0043549),0.0008086445561002566,18.178353658536587,129.43262478902307,CDKN1C;TREM2;HLA-DRB1,0.010553496749105044,GO_Biological_Process_2023,TREM2;HLA-DRB1,CDKN1C;HLA-DRB1,HLA-DRB1,2,2,1
60,Negative Regulation Of Phosphate Metabolic Process (GO:0045936),0.0008370330222898128,54.03523035230352,382.87456973669936,CDKN1C;CDKN2B,0.010565826674805833,GO_Biological_Process_2023,,CDKN1C;CDKN2B,,0,2,0
61,Microglial Cell Activation (GO:0001774),0.0008370330222898128,54.03523035230352,382.87456973669936,GRN;TREM2,0.010565826674805833,GO_Biological_Process_2023,GRN;TREM2,,,2,0,0
62,Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),0.0009238809256518343,51.18870346598203,357.6517529213759,HLA-DRA;HLA-DRB1,0.011474005044385685,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
63,Regulation Of Epithelial Cell Proliferation (GO:0050678),0.0009857442763293743,16.933806818181818,117.21773433426443,CDKN1C;CDKN2B;GRN,0.012047985599581241,GO_Biological_Process_2023,GRN,CDKN1C;CDKN2B,,1,2,0
64,Positive Regulation Of Cholesterol Efflux (GO:0010875),0.001014884135775059,48.62682926829268,335.18380172445745,TREM2;APOE,0.012210324758543677,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
65,Negative Regulation Of Amide Metabolic Process (GO:0034249),0.0010497982542413567,16.555833333333332,113.55906460386798,IGF2BP3;IGF2BP2;APOE,0.012436071627166841,GO_Biological_Process_2023,APOE,IGF2BP3;IGF2BP2,,1,2,0
66,Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),0.0011100252238666322,46.3089430894309,315.0569917577159,TREM2;APPL1,0.01283061559262614,GO_Biological_Process_2023,TREM2;APPL1,,,2,0,0
67,T Cell Receptor Signaling Pathway (GO:0050852),0.001116430187929807,16.19429347826087,110.08263730245073,PLCG2;BTNL2;HLA-DRB1,0.01283061559262614,GO_Biological_Process_2023,PLCG2;BTNL2;HLA-DRB1,BTNL2;HLA-DRB1,BTNL2;HLA-DRB1,3,2,2
68,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),0.0012092868136118387,44.20177383592018,296.9353391905164,CDKN1C;CDKN2B,0.013494939804074142,GO_Biological_Process_2023,,CDKN1C;CDKN2B,,0,2,0
69,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),0.0012092868136118387,44.20177383592018,296.9353391905164,CDKN1C;CDKN2B,0.013494939804074142,GO_Biological_Process_2023,,CDKN1C;CDKN2B,,0,2,0
70,Positive Regulation Of Peptidase Activity (GO:0010952),0.0013126515814769549,42.27783669141039,280.54329796205764,GRN;APH1B,0.014439167396246504,GO_Biological_Process_2023,GRN;APH1B,,,2,0,0
4,Amyloid-Beta Binding (GO:0001540),0.0006532602581931894,19.61940789473684,143.87961350157394,TREM2;APOE;PICALM,0.014907876799984886,GO_Molecular_Function_2023,TREM2;APOE;PICALM,,,3,0,0
5,Protein Kinase Binding (GO:0019901),0.0007380137029695488,6.246293818571046,45.04544873053108,CDKN2B;CCND2;KCNQ1;PLCG2;TREM2;APPL1,0.014907876799984886,GO_Molecular_Function_2023,PLCG2;TREM2;APPL1,CDKN2B;CCND2;KCNQ1,,3,3,0
71,Regulation Of Neuron Apoptotic Process (GO:0043523),0.0014896249030591868,14.599264705882353,95.02998543179133,GRN;TREM2;APOE,0.01592783644690345,GO_Biological_Process_2023,GRN;TREM2;APOE,,,3,0,0
72,Negative Regulation Of Multicellular Organismal Process (GO:0051241),0.00150303545896052,8.914492262509883,57.94659392825817,GRN;TREM2;ALPK2;IL17RD,0.01592783644690345,GO_Biological_Process_2023,GRN;TREM2;ALPK2;IL17RD,,,4,0,0
73,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),0.0015270330435687314,8.874943769680613,57.548939322837434,SHARPIN;PLCG2;TREM2;HLA-DRB1,0.01592783644690345,GO_Biological_Process_2023,SHARPIN;PLCG2;TREM2;HLA-DRB1,HLA-DRB1,HLA-DRB1,4,1,1
74,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),0.0015307271390530587,14.456796116504854,93.7091317231499,CDKN2B;CCND2;APPL1,0.01592783644690345,GO_Biological_Process_2023,APPL1,CDKN2B;CCND2,,1,2,0
6,Low-Density Lipoprotein Particle Receptor Binding (GO:0050750),0.001014884135775059,48.62682926829268,335.18380172445745,APOE;PICALM,0.01708388295221349,GO_Molecular_Function_2023,APOE;PICALM,,,2,0,0
7,mRNA 5'-UTR Binding (GO:0048027),0.0012092868136118387,44.20177383592018,296.9353391905164,IGF2BP3;IGF2BP2,0.01744828116782796,GO_Molecular_Function_2023,,IGF2BP3;IGF2BP2,,0,2,0
24,Early Endosome (GO:0005769),0.0041950289047322795,6.652788355758653,36.416399129799785,KCNQ1;APOE;PICALM;APPL1,0.017479287103051164,GO_Cellular_Component_2023,APOE;PICALM;APPL1,KCNQ1,,3,1,0
75,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),0.0017469205497262674,13.784027777777778,87.52720800686893,CDKN1C;CDKN2B;IL17RD,0.01790045128278437,GO_Biological_Process_2023,IL17RD,CDKN1C;CDKN2B,,1,2,0
76,Positive Regulation Of Endopeptidase Activity (GO:0010950),0.0017667977889501455,36.00722673893406,228.23492237875305,APH1B;PICALM,0.01790045128278437,GO_Biological_Process_2023,APH1B;PICALM,,,2,0,0
77,Regulation Of Calcium-Mediated Signaling (GO:0050848),0.0018904204196260454,34.71951219512195,217.72453437258292,PLCG2;TREM2,0.018904204196260453,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
8,Lipoprotein Particle Receptor Binding (GO:0070325),0.0015316216181504704,38.89170731707317,252.0738094731918,APOE;PICALM,0.01933672292914969,GO_Molecular_Function_2023,APOE;PICALM,,,2,0,0
79,Positive Regulation Of Cholesterol Transport (GO:0032376),0.00201804338139322,33.5206055508831,208.01637017204203,TREM2;APOE,0.01966953675535164,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
78,Regulation Of Response To Biotic Stimulus (GO:0002831),0.00201804338139322,33.5206055508831,208.01637017204203,TREM2;APPL1,0.01966953675535164,GO_Biological_Process_2023,TREM2;APPL1,,,2,0,0
80,Regulation Of Cholesterol Efflux (GO:0010874),0.0021496497140763666,32.40162601626016,199.02537983535302,TREM2;APOE,0.020690378497985027,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
81,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),0.0022852225093912054,31.35483870967742,190.6779260779712,HLA-DRA;HLA-DRB1,0.021200257014834075,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
82,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),0.0022852225093912054,31.35483870967742,190.6779260779712,PLCG2;TREM2,0.021200257014834075,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
83,Regulation Of Amyloid-Beta Formation (GO:1902003),0.0022852225093912054,31.35483870967742,190.6779260779712,APOE;PICALM,0.021200257014834075,GO_Biological_Process_2023,APOE;PICALM,,,2,0,0
84,Positive Regulation Of Neuron Death (GO:1901216),0.0024247449101167736,30.3734756097561,182.90994948965815,GRN;PICALM,0.02222682834273709,GO_Biological_Process_2023,GRN;PICALM,,,2,0,0
25,Membrane Raft (GO:0045121),0.005708965774535606,8.94171686746988,46.19038238151303,KCNQ1;PLCG2;TREM2,0.022835863098142423,GO_Cellular_Component_2023,PLCG2;TREM2,KCNQ1,,2,1,0
86,Macrophage Activation (GO:0042116),0.002568200110565921,29.45158906134516,175.66547469692333,PLCG2;TREM2,0.02299434982715999,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
85,Regulation Of Response To External Stimulus (GO:0032101),0.0025636564565395072,11.995766129032258,71.57058820236952,GRN;TREM2;APPL1,0.02299434982715999,GO_Biological_Process_2023,GRN;TREM2;APPL1,,,3,0,0
87,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.002715571355744258,28.58393113342898,168.89538608185973,HLA-DRA;HLA-DRB1,0.024034367171529635,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
88,Positive Regulation Of Immune Effector Process (GO:0002699),0.002866841941964989,27.765853658536585,162.55641815307325,HLA-DRA;HLA-DRB1,0.02508486699219365,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
89,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.0029838627187143757,11.350763358778625,65.9994290271906,PLCG2;BTNL2;HLA-DRB1,0.025815441498989542,GO_Biological_Process_2023,PLCG2;BTNL2;HLA-DRB1,BTNL2;HLA-DRB1,BTNL2;HLA-DRB1,3,2,2
26,Endosome Membrane (GO:0010008),0.007399795527486081,5.63097033685269,27.62724615305941,APH1B;HLA-DRA;HLA-DRB1;APPL1,0.02846075202879262,GO_Cellular_Component_2023,APH1B;HLA-DRA;HLA-DRB1;APPL1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,4,2,2
90,Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),0.003343883466309401,25.569961489088573,145.76469607458566,CCND2;PLCG2,0.028608780767313765,GO_Biological_Process_2023,PLCG2,CCND2,,1,1,0
91,Positive Regulation Of Transferase Activity (GO:0051347),0.0035832287206006993,10.61625,59.78531641106525,TREM2;APOE;HLA-DRB1,0.03031962763585207,GO_Biological_Process_2023,TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,3,1,1
92,Positive Regulation Of T Cell Mediated Immunity (GO:0002711),0.0038554225788541055,23.695419393218323,131.70564916179435,HLA-DRA;HLA-DRB1,0.032268210714322405,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
93,Positive Regulation Of Biosynthetic Process (GO:0009891),0.004033525091037281,23.130081300813007,127.51878829292204,PLCG2;APOE,0.03339585290428716,GO_Biological_Process_2023,PLCG2;APOE,,,2,0,0
96,Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015),0.004401016444674392,22.07649667405765,119.78529941576386,TREM2;APPL1,0.034935903736075066,GO_Biological_Process_2023,TREM2;APPL1,,,2,0,0
97,Regulation Of Interleukin-10 Production (GO:0032653),0.004401016444674392,22.07649667405765,119.78529941576386,PLCG2;HLA-DRB1,0.034935903736075066,GO_Biological_Process_2023,PLCG2;HLA-DRB1,HLA-DRB1,HLA-DRB1,2,1,1
95,Positive Regulation Of MAPK Cascade (GO:0043410),0.004342044383891917,6.586559410088822,35.8269970258904,PLCG2;TREM2;APOE;HLA-DRB1,0.034935903736075066,GO_Biological_Process_2023,PLCG2;TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,4,1,1
94,Regulation Of Cellular Component Organization (GO:0051128),0.004329954319218911,9.9035,53.89681073389184,JADE2;APOE;PICALM,0.034935903736075066,GO_Biological_Process_2023,APOE;PICALM,JADE2,,2,1,0
9,Tau Protein Binding (GO:0048156),0.0031810145747939787,26.262359920896508,151.0231473713992,APOE;PICALM,0.035698052450465756,GO_Molecular_Function_2023,APOE;PICALM,,,2,0,0
29,Glutamatergic Synapse (GO:0098978),0.012226879787613523,12.760590500641849,56.19915256188674,APOE;APPL1,0.04010105542953923,GO_Cellular_Component_2023,APOE;APPL1,,,2,0,0
28,Lytic Vacuole (GO:0000323),0.012159859531829595,6.728522727272727,29.670194437651755,GRN;KCNQ1;HLA-DRA,0.04010105542953923,GO_Cellular_Component_2023,GRN;HLA-DRA,KCNQ1;HLA-DRA,HLA-DRA,2,2,1
27,Cytoplasmic Stress Granule (GO:0010494),0.011635391796872908,13.106789716545814,58.37375928178501,IGF2BP3;IGF2BP2,0.04010105542953923,GO_Cellular_Component_2023,,IGF2BP3;IGF2BP2,,0,2,0
31,Macropinosome (GO:0044354),0.012832337737452553,95.00952380952381,413.84123997008294,APPL1,0.04010105542953923,GO_Cellular_Component_2023,APPL1,,,1,0,0
30,Low-Density Lipoprotein Particle (GO:0034362),0.012832337737452553,95.00952380952381,413.84123997008294,APOE,0.04010105542953923,GO_Cellular_Component_2023,APOE,,,1,0,0
32,Pinosome (GO:0044352),0.012832337737452553,95.00952380952381,413.84123997008294,APPL1,0.04010105542953923,GO_Cellular_Component_2023,APPL1,,,1,0,0
33,P-body (GO:0000932),0.013762080364943018,11.969888587774767,51.301006580269814,IGF2BP3;IGF2BP2,0.04170327383316066,GO_Cellular_Component_2023,,IGF2BP3;IGF2BP2,,0,2,0
98,Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),0.005384826815772965,19.818815331010452,103.53686305193918,HLA-DRA;HLA-DRB1,0.04230935355250187,GO_Biological_Process_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
34,Late Endosome Membrane (GO:0031902),0.014398447391082573,11.68028210402586,49.53181191205112,HLA-DRA;HLA-DRB1,0.042348374679654625,GO_Cellular_Component_2023,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
99,Regulation Of Peptide Hormone Secretion (GO:0090276),0.005592617272449293,19.421463414634147,100.72568904417493,MTNR1B;GIPR,0.04349813434127228,GO_Biological_Process_2023,GIPR,MTNR1B;GIPR,GIPR,1,2,1
100,Negative Regulation Of Gene Expression (GO:0010629),0.005764877471718453,6.062712388013593,31.259171553577687,IGF2BP3;IGF2BP2;APOE;PICALM,0.04381486178740258,GO_Biological_Process_2023,APOE;PICALM,IGF2BP3;IGF2BP2,,2,2,0
101,Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),0.005804046626383199,19.039693926351028,98.03919026153727,TREM2;APOE,0.04381486178740258,GO_Biological_Process_2023,TREM2;APOE,,,2,0,0
102,mRNA Stabilization (GO:0048255),0.005804046626383199,19.039693926351028,98.03919026153727,IGF2BP3;IGF2BP2,0.04381486178740258,GO_Biological_Process_2023,,IGF2BP3;IGF2BP2,,0,2,0
10,Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538),0.004401016444674392,22.07649667405765,119.78529941576386,CDKN2B;CCND2,0.04445026609121135,GO_Molecular_Function_2023,,CDKN2B;CCND2,,0,2,0
103,Regulation Of Lipid Metabolic Process (GO:0019216),0.006019099019507137,18.672607879924954,95.46963998767033,PLCG2;TREM2,0.04499714800990773,GO_Biological_Process_2023,PLCG2;TREM2,,,2,0,0
35,Chylomicron (GO:0042627),0.017073951550447674,67.85714285714286,276.1922295799092,APOE,0.048782718715564784,GO_Cellular_Component_2023,APOE,,,1,0,0
104,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),0.006617338192362546,4.625524408848207,23.211168615975406,CDKN1C;APOE;HLA-DRB1;PICALM;NEUROG3,0.0489937539242227,GO_Biological_Process_2023,APOE;HLA-DRB1;PICALM,CDKN1C;HLA-DRB1;NEUROG3,HLA-DRB1,3,3,1
105,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),0.006690261186365941,8.42940340909091,42.2068857392452,TREM2;APOE;HLA-DRB1,0.04906191536668357,GO_Biological_Process_2023,TREM2;APOE;HLA-DRB1,HLA-DRB1,HLA-DRB1,3,1,1
