Rank,Term,P-value,Z-score,Combined Score,Genes,Adjusted P-value,Gene_set,AD_genes,T2D_genes,Shared_genes,N_AD,N_T2D,N_Shared
10,Interferon Signaling R-HSA-913531,6.723327393029232e-05,13.334682860998651,128.110862510313,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.001304325514247671,Reactome_2022,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,5,5,5
11,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359,9.416979940433038e-05,194.65365853658537,1804.5194228526939,IGF2BP3;IGF2BP2,0.0016608128258581904,Reactome_2022,,IGF2BP3;IGF2BP2,,0,2,0
24,B lymphocyte cell surface molecules,0.00024529265118944116,108.11924119241192,898.8015841018229,HLA-DRA;HLA-DRB1,0.002105428589376037,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
12,Cyclin D Associated Events In G1 R-HSA-69231,0.00014051583727508416,33.94261363636364,301.0774440913921,CDKN1C;CDKN2B;CCND2,0.0021734899560716197,Reactome_2022,,CDKN1C;CDKN2B;CCND2,,0,3,0
13,Adaptive Immune System R-HSA-1280218,0.0001456462341697477,6.063290640394088,53.56510998013485,PLCG2;HLA-DRA;TREM2;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,0.0021734899560716197,Reactome_2022,PLCG2;HLA-DRA;TREM2;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,HLA-DRA;BTNL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1,8,6,6
25,Lck and Fyn tyrosine kinases in initiation of T cell receptor activation,0.00034692141370239296,88.45232815964523,704.6477129931925,HLA-DRA;HLA-DRB1,0.002858632448907718,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
26,G1 to S cell cycle control,0.00040289798305519274,23.312109375,182.22672999558148,CDKN1C;CDKN2B;CCND2,0.003192191711898835,BioPlanet_2019,,CDKN1C;CDKN2B;CCND2,,0,3,0
27,Inhibition of T cell receptor signaling by activated Csk,0.0007543579072186544,57.21664275466284,411.3672708004445,HLA-DRA;HLA-DRB1,0.005755471440260844,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
28,T cell activation co-stimulatory signal,0.0009238809256518343,51.18870346598203,357.6517529213759,HLA-DRA;HLA-DRB1,0.006797123953009924,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
30,Th1/Th2 differentiation pathway,0.0011100252238666322,46.3089430894309,315.0569917577159,HLA-DRA;HLA-DRB1,0.0075814005797255075,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
29,Cyclins and cell cycle regulation,0.0011100252238666322,46.3089430894309,315.0569917577159,CDKN2B;CCND2,0.0075814005797255075,BioPlanet_2019,,CDKN2B;CCND2,,0,2,0
31,Immune system,0.001140890378502382,4.379105339105339,29.672582565738555,PLCG2;HLA-DRA;PVRL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,0.0075814005797255075,BioPlanet_2019,PLCG2;HLA-DRA;PVRL2;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQB2;HLA-DQA1;HLA-DQB1,8,6,6
14,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,0.0006015962324961352,64.85203252032521,480.9377475175773,CDKN1C;CCND2,0.008336404936017875,Reactome_2022,,CDKN1C;CCND2,,0,2,0
15,Amyloid Fiber Formation R-HSA-977225,0.0006532602581931894,19.61940789473684,143.87961350157394,TSPAN15;APH1B;APOE,0.008448832672631917,Reactome_2022,APH1B;APOE,TSPAN15,,2,1,0
24,Cell cycle,0.002395537611775861,12.29504132231405,74.19009409618413,CDKN1C;CDKN2B;CCND2,0.010081220782890081,KEGG_2021_Human,,CDKN1C;CDKN2B;CCND2,,0,3,0
33,Cytokines and inflammatory response,0.002568200110565921,29.45158906134516,175.66547469692333,HLA-DRA;HLA-DRB1,0.016031794629593324,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
32,MEF2D role in T cell apoptosis,0.002568200110565921,29.45158906134516,175.66547469692333,HLA-DRA;HLA-DRB1,0.016031794629593324,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
25,Herpes simplex virus 1 infection,0.004140547981131802,5.194832924095228,28.503669745019156,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,0.01672781384377248,KEGG_2021_Human,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,HLA-DRA;HLA-DQA2;HLA-DRB1;HLA-DQA1;HLA-DQB1,5,5,5
34,Cyclin D-associated events in G1,0.0030219952153155262,26.993224932249323,156.61031811173902,CDKN2B;CCND2,0.01830973571632348,BioPlanet_2019,,CDKN2B;CCND2,,0,2,0
16,DAP12 Signaling R-HSA-2424491,0.001647192500753881,37.39399624765478,239.64626637110106,PLCG2;TREM2,0.01997220907164081,Reactome_2022,PLCG2;TREM2,,,2,0,0
26,Vibrio cholerae infection,0.005180691162792406,20.232723577235774,106.48111760263689,KCNQ1;PLCG2,0.020124992593924345,KEGG_2021_Human,PLCG2,KCNQ1,,1,1,0
35,Interleukin-12/STAT4 pathway,0.004215395129783775,22.59103800340329,123.55065676287644,HLA-DRA;HLA-DRB1,0.024121427687096048,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
36,Wnt interactions in lipid metabolism and immune response,0.004215395129783775,22.59103800340329,123.55065676287644,PLCG2;APOE,0.024121427687096048,BioPlanet_2019,PLCG2;APOE,,,2,0,0
17,Nuclear Signaling By ERBB4 R-HSA-1251985,0.0021496497140763666,32.40162601626016,199.02537983535302,APH1B;APOE,0.024531296737106772,Reactome_2022,APH1B;APOE,,,2,0,0
37,Chondroitin sulfate/dermatan sulfate metabolism,0.004783448141947699,21.114528101802758,112.80634320901902,IDUA;CHST15,0.026632170736249353,BioPlanet_2019,IDUA,CHST15,,1,1,0
38,Interleukin-5 signaling pathway,0.004980226270684628,20.664244940321744,109.56761169296043,HLA-DRA;HLA-DRB1,0.026998068730553514,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
18,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,0.002715571355744258,28.58393113342898,168.89538608185973,CDKN1C;CCND2,0.029267824611910336,Reactome_2022,,CDKN1C;CCND2,,0,2,0
19,Diseases Of Mitotic Cell Cycle R-HSA-9675126,0.0030219952153155262,26.993224932249323,156.61031811173902,CDKN1C;CCND2,0.03085616167216906,Reactome_2022,,CDKN1C;CCND2,,0,2,0
39,Vibrio cholerae infection,0.006237758643052818,18.319374137137597,93.00992375609684,KCNQ1;PLCG2,0.032948161037663605,BioPlanet_2019,PLCG2,KCNQ1,,1,1,0
20,DAP12 Interactions R-HSA-2172127,0.0038554225788541055,23.695419393218323,131.70564916179435,PLCG2;TREM2,0.03576574415572211,Reactome_2022,PLCG2;TREM2,,,2,0,0
21,Mitotic G1 Phase And G1/S Transition R-HSA-453279,0.0038715496251039406,10.319270833333333,57.31426659503001,CDKN1C;CDKN2B;CCND2,0.03576574415572211,Reactome_2022,,CDKN1C;CDKN2B;CCND2,,0,3,0
40,Interleukin-12-mediated signaling events,0.00861930890913937,15.40379403794038,73.22579161456777,HLA-DRA;HLA-DRB1,0.04438944088206776,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
22,Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185,0.005180691162792406,20.232723577235774,106.48111760263689,IDUA;CHST15,0.045684276617351215,Reactome_2022,IDUA,CHST15,,1,1,0
41,T cell receptor signaling in naive CD4+ T cells,0.009137349155552274,14.928330206378988,70.09425716368078,HLA-DRA;HLA-DRB1,0.04590960795228703,BioPlanet_2019,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,HLA-DRA;HLA-DRB1,2,2,2
